Country,Culture,Language,Genre_Album,Year,SampleAudio,CatalogNumber,songurls_Album,Instrument,Distance,Outlier
Ukraine,,Russian,World,,http://media.smithsonianfolkways.org/audio/samples/collector/COLL01921/COLL01921_04.mp3,COLL01921_104,http://www.folkways.si.edu/nougzar-sharia/soviet-easter-song/world/music/track/smithsonian,nan,11.9934355183,0
Philippines,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00723/MON00723_09.mp3,MON00723_203,http://www.folkways.si.edu/bayanihan-philippine-dance-company/kapa-malong-malong/world/music/track/smithsonian,nan,30.5038744506,0
Germany,,German,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03071/FW03071_13.mp3,FW03071_201,http://www.folkways.si.edu/wolfgang-roth/landsknecht-juerg-von-frundsberg/world/music/track/smithsonian,Vocals,25.5886913445,0
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71446/MON71446_09.mp3,MON71446_109,http://www.folkways.si.edu/michael-skorr-and-his-ukrainian-ensemble/hrechanyky/world/music/track/smithsonian,Accordion,30.3641568582,0
Philippines,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00723/MON00723_04.mp3,MON00723_104,http://www.folkways.si.edu/bayanihan-philippine-dance-company/yakan/world/music/track/smithsonian,nan,202.986431166,1
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00473/MON00473_02.mp3,MON00473_102,http://www.folkways.si.edu/george-bohachevsky/vziav-by-ya-bandura-i-played-the-bandura/oi-tam-na-hori-snig-bielenky-snow-on-the-mountain/vechir-na-dvory-evening-in-the-courtyard-medley/world/music/track/smithsonian,nan,32.5074317133,0
Philippines,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00723/MON00723_10.mp3,MON00723_204,http://www.folkways.si.edu/bayanihan-philippine-dance-company/louisiana/world/music/track/smithsonian,nan,26.2881900213,0
Philippines,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00428/MON00428_02.mp3,MON00428_102,http://www.folkways.si.edu/bayanihan-philippine-dance-company/atin-ku-pung-singsing/world/music/track/smithsonian,nan,19.6607987599,0
Germany,,German,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08788/FW08788_05.mp3,FW08788_105,http://www.folkways.si.edu/ernst-wolff/crambambuli/world/music/track/smithsonian,Vocals,17.7600819192,0
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61419/MON61419_09.mp3,MON61419_109,http://www.folkways.si.edu/frohlichkeit-in-allen-rillen/world/music/track/smithsonian,nan,22.5148600904,0
United States of America,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00479/MON00479_03.mp3,MON00479_103,http://www.folkways.si.edu/mirko-basaldella/hungarian-medley/world/music/track/smithsonian,Guitar,41.8968555834,1
United States of America,,,World,1975.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00764/MON00764_01.mp3,MON00764_101,http://www.folkways.si.edu/george-abdo/hizzi-ya-nawaim-shake-and-dance-smoothly/world/music/track/smithsonian,Violin,105.3409604,1
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61419/MON61419_12.mp3,MON61419_112,http://www.folkways.si.edu/urgrossmutters-hitparade-no-2/world/music/track/smithsonian,nan,16.9380737551,0
Germany,,German,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03072/FW03072_09.mp3,FW03072_201,http://www.folkways.si.edu/wolfgang-roth/lied-der-hessischen-soeldner-in-amerika-a-song-of-the-hessian-soldiers-in-america-a/world/music/track/smithsonian,Vocals,36.0329243321,0
Philippines,,,World,1962.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00372/MON00372_06.mp3,MON00372_106,http://www.folkways.si.edu/bayanihan-philippine-dance-company/condansoy/world/music/track/smithsonian,nan,21.8679220035,0
United States of America,,,World,1989.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15007/HRT15007_01.mp3,HRT15007_101,http://www.folkways.si.edu/rhythm-devils/compound/world/music/track/smithsonian,nan,43.4837384594,1
United States of America,,,World,1989.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15007/HRT15007_07.mp3,HRT15007_107,http://www.folkways.si.edu/rhythm-devils/lance/world/music/track/smithsonian,nan,49.2816322797,1
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61409/MON61409_06.mp3,MON61409_106,http://www.folkways.si.edu/bolek-zawadzki/niedaleko-od-krakowa-not-far-from-krakow/world/music/track/smithsonian,Vocals,18.9792398627,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61409/MON61409_04.mp3,MON61409_104,http://www.folkways.si.edu/bolek-zawadzki/pirsa-godzina-one-oclock/world/music/track/smithsonian,Vocals,20.2036433867,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00605/MON00605_08.mp3,MON00605_202,http://www.folkways.si.edu/leszek-kobylinski-with-jan-wojnar-and-his-ensemble/september-song-jesienna-piesn/world/music/track/smithsonian,nan,82.155385196,1
Poland,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71598/MON71598_19.mp3,MON71598_119,http://www.folkways.si.edu/the-kaszowski-brothers/from-cottage-to-cottage-z-izby-do-izby/world/music/track/smithsonian,Accordion,43.4087874483,1
United States of America,,English,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08775/FW08775_08.mp3,FW08775_108,http://www.folkways.si.edu/the-grail-singers/la-pastorela/world/music/track/smithsonian,nan,16.8316262176,0
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61398/MON61398_08.mp3,MON61398_108,http://www.folkways.si.edu/arne-dorumsgaard/in-stiller-nacht/world/music/track/smithsonian,nan,29.0064680419,0
Germany,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06843/FW06843_01.mp3,FW06843_101,http://www.folkways.si.edu/martha-schlamme/wenn-alle-bruennlein-fliessen/world/music/track/smithsonian,Vocals,12.6646504159,0
United States of America,Latvian-American,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00466/MON00466_17.mp3,MON00466_207,http://www.folkways.si.edu/latvian-folk-ensemble-of-new-york/kas-dimd-kas-rib-what-rumbles-what-thunders-here/world/music/track/smithsonian,nan,28.6478048256,1
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00435/MON00435_08.mp3,MON00435_202,http://www.folkways.si.edu/bolek-zawadzki/juz-nigdy-never-again/world/music/track/smithsonian,nan,17.5355210576,0
United States of America,Anglo-American,English,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW37321/FW37321_03.mp3,FW37321_103,http://www.folkways.si.edu/morrigan/cant-you-dance-the-polka/world/music/track/smithsonian,nan,83.5656282577,1
Poland,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06848/FW06848_14.mp3,FW06848_210,http://www.folkways.si.edu/krosno-ensemble/jacok-mountain-dancde/world/music/track/smithsonian,nan,17.713541919,0
United States of America,,English,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08775/FW08775_20.mp3,FW08775_209,http://www.folkways.si.edu/the-grail-singers/sweet-william/world/music/track/smithsonian,nan,25.6005989565,0
United States of America,Shona,Shona,World,2000.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40457/SFW40457_12.mp3,SFW40457_112,http://www.folkways.si.edu/lora-chiorah-dye-and-sukutai/mwari-komborera-i-africa/world/music/track/smithsonian,Vocals,44.6797924411,0
United States of America,Anglo-American,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08847/FW08847_02.mp3,FW08847_102,http://www.folkways.si.edu/richard-carlin/tattered-jack-walsh/dublin/my-darling-asleep-medley/world/music/track/smithsonian,Piano,27.1658775755,1
United States of America,Anglo-American,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08847/FW08847_11.mp3,FW08847_204,http://www.folkways.si.edu/richard-carlin/morpeth-rant/world/music/track/smithsonian,Piano,80.6762869478,1
Poland,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06848/FW06848_01.mp3,FW06848_101,http://www.folkways.si.edu/tostoki-ensemble/introduction-piece/world/music/track/smithsonian,nan,43.3043428954,1
Ghana,,,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08859/FW08859_10.mp3,FW08859_203,http://www.folkways.si.edu/janja/world/music/track/smithsonian,Ashwa,35.7333190677,0
Ghana,,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08858/FW08858_11.mp3,FW08858_203,http://www.folkways.si.edu/kpanlongo/world/music/track/smithsonian,nan,27.8984922886,1
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00605/MON00605_05.mp3,MON00605_105,http://www.folkways.si.edu/leszek-kobylinski-with-jan-wojnar-and-his-ensemble/im-in-heaven-jestem-w-niebie/world/music/track/smithsonian,nan,35.1598384537,0
United States of America,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61463/MON61463_04.mp3,MON61463_104,http://www.folkways.si.edu/howard-frye/midnight-in-moscow-moscow-nights/world/music/track/smithsonian,Accordion,23.5908124114,0
Ghana,,,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08859/FW08859_12.mp3,FW08859_205,http://www.folkways.si.edu/abosuah-weep-no-more-mourners/world/music/track/smithsonian,Talking drum,25.2984628971,0
Ghana,Ga,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04291/FW04291_01.mp3,FW04291_101,http://www.folkways.si.edu/osu-ashanti-adowafoi-naa-akwele-naa-otua-naa-afia-naa-mootso-naa-adukwei/emo-cman-nkranfo/world/music/track/smithsonian,nan,33.338075939,0
Ghana,,,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08859/FW08859_09.mp3,FW08859_202,http://www.folkways.si.edu/gome/world/music/track/smithsonian,Ashwa,41.5421983552,1
Poland,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71598/MON71598_22.mp3,MON71598_122,http://www.folkways.si.edu/the-kaszowski-brothers/maidens-song-dziewczeca-dumka/world/music/track/smithsonian,Accordion,77.6362358007,1
Poland,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06848/FW06848_06.mp3,FW06848_202,http://www.folkways.si.edu/two-pigeons/world/music/track/smithsonian,nan,51.1078773355,0
Sweden,,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08471/FW08471_12.mp3,FW08471_203,http://www.folkways.si.edu/berit-henriksson-and-lars-erik-vikstrom/polska-after-lapp-nils-polska-efter-lapp-nils/world/music/track/smithsonian,nan,47.440504329,0
Poland,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71598/MON71598_18.mp3,MON71598_118,http://www.folkways.si.edu/the-kaszowski-brothers/fluttering/world/music/track/smithsonian,Accordion,68.9897895059,1
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61409/MON61409_17.mp3,MON61409_117,http://www.folkways.si.edu/bolek-zawadzki/piosenka-za-dwa-soldy-two-penny-song-2/world/music/track/smithsonian,Vocals,20.6271252332,0
Ghana,Ewe,,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08859/FW08859_06.mp3,FW08859_106,http://www.folkways.si.edu/agbaja-drum-chant/world/music/track/smithsonian,nan,97.780840674,1
Ghana,,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08858/FW08858_01.mp3,FW08858_101,http://www.folkways.si.edu/borborbor-durbar-and-other-festival-music/world/music/track/smithsonian,nan,25.6142465835,0
Vietnam,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00731/MON00731_09.mp3,MON00731_203,http://www.folkways.si.edu/vietnamese-national-song-and-dance-ensemble/ru-con-lullaby-2/world/music/track/smithsonian,nan,27.6372561416,0
Ghana,Fanti,Akan,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40463/SFW40463_10.mp3,SFW40463_110,http://www.folkways.si.edu/odo-ye-few-korye-kuw-vocal-band-love-is-beautiful-unity-vocal-band/vocal-band/world/music/track/smithsonian,Drum,36.1283840483,0
Portugal,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00476/MON00476_08.mp3,MON00476_201,http://www.folkways.si.edu/fernando-ribeiro/rusga-raid/world/music/track/smithsonian,Accordion,39.3512234987,1
Vietnam,Bahnar,,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04352/FW04352_02.mp3,FW04352_102,http://www.folkways.si.edu/ting-ning-zither-music/calebass-zither-ting-ning-of-bahnar-tribe/world/music/track/smithsonian,Ting ning,36.7995390702,1
Vietnam,Bahnar,,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04352/FW04352_01.mp3,FW04352_101,http://www.folkways.si.edu/torung-xylophone-music/xylophone-torung-of-bahnar-tribe/world/music/track/smithsonian,Torung,107.104111577,1
Ghana,Ga,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04291/FW04291_14.mp3,FW04291_205,http://www.folkways.si.edu/nungua-adowafoi-naa-botele-naa-tawia-naa-akwete-nii-adokwei/ye-ara-yenam-oo/world/music/track/smithsonian,nan,23.1649370422,0
Portugal,Portuguese,Portuguese,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40435/SFW40435_26.mp3,SFW40435_126,http://www.folkways.si.edu/grupo-folclorico-de-viana-do-castelo-folk-group-of-viana-do-castelo/vira-da-raia/world/music/track/smithsonian,Accordion,17.5444466359,0
Vietnam,,,World,1968.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW31303/FW31303_10.mp3,FW31303_110,http://www.folkways.si.edu/pham-duy/ly-chim-quyen/world/music/track/smithsonian,nan,29.9764231434,0
Vietnam,,,World,1968.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW31303/FW31303_08.mp3,FW31303_108,http://www.folkways.si.edu/pham-duy/ly-con-sao/world/music/track/smithsonian,nan,45.36070855,0
Ghana,Ewe,,World,1969.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04222/FW04222_06.mp3,FW04222_106,http://www.folkways.si.edu/ewe-musicians-dancers/atsiagbekor-if-it-comes-to-fighting-with-guns/world/music/track/smithsonian,Axatse,23.5628487482,0
Japan,Oki-no-erabu,Oki-no-erabu,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04448/FW04448_13.mp3,FW04448_113,http://www.folkways.si.edu/yoshi-sakae-accompanied-by-yekimitsu-takeda/yerabu-nagkumo-bushi/world/music/track/smithsonian,Jyabisen,18.2121791116,1
Ghana,Dagbani,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04324/FW04324_02.mp3,FW04324_102,http://www.folkways.si.edu/three-lunsi-drummers-in-accra/harvest-songs-2/world/music/track/smithsonian,Pressure drum,101.141022151,1
Ghana,Fanti,Akan,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40463/SFW40463_11.mp3,SFW40463_111,http://www.folkways.si.edu/apatampa-band-of-komenda/apatampa/world/music/track/smithsonian,Drum,30.6275724648,0
Ghana,Fanti,Akan,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40463/SFW40463_07.mp3,SFW40463_107,http://www.folkways.si.edu/asafra-catholic-cyo-mmensoun-group/mmensoun/world/music/track/smithsonian,Drum,48.6732621461,1
Portugal,,,World,1962.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04538/FW04538_2_02.mp3,FW04538_302,http://www.folkways.si.edu/adelia-rosado/dona-mariana-ballad/world/music/track/smithsonian,nan,20.2632537399,0
Vietnam,Sedang,,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04352/FW04352_04.mp3,FW04352_104,http://www.folkways.si.edu/khene-gourd-music/calebass-khene-knboat-of-sedang-tribe/world/music/track/smithsonian,Khene,156.203884704,1
Vietnam,,,World,1971.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04219/FW04219_04.mp3,FW04219_104,http://www.folkways.si.edu/ci-luog-musicians/later-elaboration-on-vong-c-tranh/world/music/track/smithsonian,Guitar,43.2809260019,1
Vietnam,,,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04352/FW04352_15.mp3,FW04352_115,http://www.folkways.si.edu/dan-nhi-of-the-ngu-tuyet-classical-quintet/classical-quintet-ngu-tuyet-viele-nhi/world/music/track/smithsonian,Dan nhi,95.0483118944,1
Portugal,,,World,1962.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04538/FW04538_1_17.mp3,FW04538_205,http://www.folkways.si.edu/vinte-cinco-dance-of-the-sticks/world/music/track/smithsonian,nan,174.69120088,1
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00440/MON00440_23.mp3,MON00440_211,http://www.folkways.si.edu/saga-sjoberg/en-visa-till-durstamd-gitarr-a-song-with-a-guitar-tuned-in-a-major-key/world/music/track/smithsonian,Vocals,16.0808203871,0
Vietnam,,,World,1968.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW31303/FW31303_01.mp3,FW31303_101,http://www.folkways.si.edu/pham-duy/hat-hoi/world/music/track/smithsonian,nan,29.8986064568,0
Vietnam,,,World,1968.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW31303/FW31303_12.mp3,FW31303_112,http://www.folkways.si.edu/pham-duy/the-wounded-soldier/world/music/track/smithsonian,nan,20.9784449538,0
Greece,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00417/MON00417_05.mp3,MON00417_105,http://www.folkways.si.edu/g-mitsakis-ensemble/hasssapico/world/music/track/smithsonian,Bouzouki,42.98026848,1
Greece,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00740/MON00740_11.mp3,MON00740_205,http://www.folkways.si.edu/anestos-athounasiou/milao-me-ta-asteria-i-talk-to-the-stars/world/music/track/smithsonian,nan,43.8319022996,1
Greece,,,World,1953.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06814/FW06814_08.mp3,FW06814_203,http://www.folkways.si.edu/giati-mou-krivis-ton-kaymo-why-do-you-hide-your-grief-drinking-song/world/music/track/smithsonian,nan,23.5708978083,0
Ukraine,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00301/MON00301_11.mp3,MON00301_203,http://www.folkways.si.edu/nina-pavlenko-valentina-tretyakova-and-tamara-polishchuk/oi-ne-morhaite-divchata-girls-do-not-wink/world/music/track/smithsonian,Bandura,24.5212981848,0
Greece,Cretan,Greek,World,2000.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40437/SFW40437_06.mp3,SFW40437_106,http://www.folkways.si.edu/eleftherios-gieroulakis/o-yoryis-me-ton-arkhonda/world/music/track/smithsonian,Vocals,25.3386996104,0
